,id,title,overview,release_date,popularity,vote_average,vote_count,adult
773,96580,,"Crash-landed alien Harry takes on the identity of a small-town Colorado doctor. Arriving with a secret mission, he starts off living a simple life…but things get a bit rocky when he’s roped into solving a local murder and realizes he needs to assimilate into his new world. As he does, he begins to wrestle with the moral dilemma of his mission and asking the big life questions like: “Are human beings worth saving?” and “Why do they fold their pizza before eating it?”",,492.335,7.9,587,False
774,68507,,"Lyra is an orphan who lives in a parallel universe in which science, theology, and magic are intertwined. Her search for a kidnapped friend uncovers a sinister plot involving stolen children and turns into a quest to understand a mysterious phenomenon called Dust. She is later joined on her journey by Will, a boy who possesses a knife that can cut windows between worlds. As she learns the truth about her parents and her prophesied destiny, the two young people are caught up in a war against celestial powers that ranges across many worlds.",,159.363,7.928,1507,False
775,62428,,"Transcending eternity, the 12 Gold Saints return to protect love and peace on Earth! They gave their lives to destroy the Wailing Wall to break the way for Seiya and the Saints in their battle against Hades in the Underworld! Though presumed to have perished, Aiolia and the other Gold Saints return to the beautiful earthly world of radiating luminescence! Why have these lost souls been brought back to life? Shrouded in this deep mystery, Aiolia becomes embroiled in a duel. When he burns his Cosmo to its limit…the Cloth of Leo transforms! In 2015, the Golden Cosmo is finally revived!",,41.811,7.927,668,False
776,61418,,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",,367.53,7.927,797,False
777,75775,,A collection of animated horror stories based on the works of Japanese artist Junji Ito.,,22.116,7.926,201,False
778,209167,,"Serial killer Jeffrey Dahmer confesses to his gruesome crimes in unguarded interviews, offering an unsettling view into a disturbed mind.",,22.017,7.9,206,False
779,92053,,"A prisoner becomes a lawyer, litigating cases for other inmates while fighting to overturn his own life sentence for a crime he didn’t commit.",,104.708,7.925,247,False
780,12536,,"Ten years after the Ceremonial Battle, a teenage boy named Yuuki  Judai heads off in order to join the Duelist Yousei School located on a  remote island off the coast of Japan. There he meets his fellow students  and gains a few friends, along with a few enemies. Judai is put into  the lowest rank of Osiris Red, but he continues to test his skills  against the students and faculty to prove his worth as a Yousei Duelist  and earn the respect of everyone around him.",,69.92,7.9,262,False
781,4586,,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",,238.548,7.924,904,False
782,66496,,An elite group of young warriors trained in morals and martial arts finds love and friendship in Silla during Korea’s ancient Three Kingdoms period.,,34.268,7.923,239,False
783,185,,"Carnivàle is an American television series set in the United States during the Great Depression and Dust Bowl. In tracing the lives of two disparate groups of people, its overarching story depicts the battle between good and evil and the struggle between free will and destiny; the storyline mixes Christian theology with gnosticism and Masonic lore, particularly that of the Knights Templar.",,53.223,7.923,366,False
784,67557,,"Jeremy Clarkson, Richard Hammond and James May are back with a show about adventure, excitement and friendship... as long as you accept that the people you call friends are also the ones you find extremely annoying. Sometimes it's even a show about cars. Follow them on their global adventure.",,100.466,7.922,647,False
785,745,,"Spaced: the anti-Friends, in that it examines the lives of common 20 somethings, but in a way that is more down to earth and realistic. Here we have Daisy and Tim; two 'young' adults with big dreams just trying to get by in this crazy world. They are thrown together in a common pursuit of tenancy, which they find by posing as a couple. The house has a landlady and an oddball artist living there. The series explores the ins and outs of London living.",,49.317,7.922,386,False
786,2426,,"The vampire Angel, cursed with a soul, moves to Los Angeles and aids people with supernatural-related problems while questing for his own redemption. A spin-off from Buffy the Vampire Slayer.",,1756.506,7.921,851,False
787,918,,"The 4077th Mobile Army Surgical Hospital is stuck in the middle of the Korean war. With little help from the circumstances they find themselves in, they are forced to make their own fun. Fond of practical jokes and revenge, the doctors, nurses, administrators, and soldiers often find ways of making wartime life bearable.",,152.36,7.919,591,False
788,693,,"Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",,254.267,7.92,1713,False
789,88329,,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.",,145.844,7.918,3032,False
790,668,,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.",,118.257,7.917,416,False
791,60585,,"Based on Michael Connelly's best-selling novels, these are the stories of relentless LAPD homicide Detective Harry Bosch who pursues justice at all costs. But behind his tireless momentum is a man who is haunted by his past and struggles to remain loyal to his personal code: “Everybody counts or nobody counts.”",,287.482,7.916,509,False
792,88640,,"Teenager Miles enrolls in boarding school to try to gain a deeper perspective on life. After an unexpected tragedy, Miles and his friends try to make sense of what they have been through.",,90.498,7.914,543,False
793,65988,,Wyatt Earp's great granddaughter Wynonna battles demons and other creatures with her unique abilities and a posse of dysfunctional allies - the only thing that can bring the paranormal to justice.,,105.297,7.911,734,False
794,44953,,"Set in the 1990s, these are the life and times of Amado Carrillo Fuentes, a man who became the head of the Juárez cartel. Nicknamed “El Señor de los Cielos” (Lord of the Skies) because of the large fleet of airplanes he used to transport drugs, he was also known for washing more than $200 million through Colombia to finance his huge fleet. He is described as the most powerful drug trafficker of his time.",,255.31,7.91,2891,False
795,12614,,"The realistic chronicles of a working class group of Hispanic youth, with heavy subject matter like sex, drug dealing, teen pregnancy, abuse, drinking, rape, deception, and heartbreak.",,40.372,7.9,248,False
796,121,,"The adventures of The Doctor, a time-traveling humanoid alien known as a Time Lord. He explores the universe in his TARDIS, a sentient time-traveling spaceship. Its exterior appears as a blue British police box, which was a common sight in Britain in 1963 when the series first aired. Along with a succession of companions, The Doctor faces a variety of foes while working to save civilizations, help ordinary people, and right many wrongs.",,446.606,7.911,557,False
797,48866,,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",,893.326,7.91,7802,False
798,8358,,"The world's leading deception researcher, Dr. Cal Lightman, studies facial expression, body language and tone of voice to determine when a person is lying and why, which helps law enforcement and government agencies uncover the truth. But his skills also make it easier for him to deceive others.",,196.339,7.91,1354,False
799,38464,,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",,354.189,7.907,398,False
800,38464,,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",,354.189,7.907,398,False
801,111616,,"Falling in love is tricky for teens Juliette and Calliope: One's a vampire, the other's a vampire hunter — and both are ready to make their first kill.",,47.738,7.906,283,False
802,5835,,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",,52.237,7.905,521,False
803,67272,,"A romance takes place between Kang Ji-Sung aka Louie and Ko Bok-Sil. Louie is from a rich family, but he has lost his memory. Ko Bok-Sil is a woman with a heart like an angel. Louie learns about true love after meeting Ko Bok-Sil.",,27.206,7.9,204,False
804,66292,,The tale of three mothers of first graders whose apparently perfect lives unravel to the point of murder.,,45.801,7.904,1340,False
805,62742,,"Zombie-obsessed Furuya is making a potion to reanimate his dead cat when he meets Rea. She’s about as miserable as a girl can get, thanks to her creepy, domineering father. When the pain becomes too much, she tries to commit suicide with a sip of Furuya’s weird elixir. The potion doesn’t kill her – but it does turn her into a zombie after she falls from a cliff.

Now that Rea’s undead and ready to finally live, she hides out with Furuya, who’s always dreamed of having a zombie girlfriend. Their one-of-a-kind relationship comes with some challenges, like the fact that Rea is decomposing. Even worse, her freak-show dad is dangerously determined to get her back under his control. As Furuya fights to keep his ghoulfriend safe, Rea finds the secret to resurrecting her happiness: Live like you’re dying – even if you’re already dead.",,52.98,7.901,218,False
806,82001,,"After reluctantly returning to her tourist-trap hometown of Roswell, New Mexico, the daughter of undocumented immigrants discovers a shocking truth about her teenage crush who is now a police officer—he’s an alien who has kept his unearthly abilities hidden his entire life. She protects his secret as the two reconnect and begin to investigate his origins, but when a violent attack and long-standing government cover-up point to a greater alien presence on Earth, the politics of fear and hatred threaten to expose him and destroy their deepening romance.",,146.805,7.899,404,False
807,80825,,,,74.844,7.9,288,False
808,59186,,"This hidden-camera series follows four lifelong friends -- Brian ""Q""' Quinn, James ""Murr""' Murray, Joe Gatto and Sal Vulcano -- who take dares to an outrageous level. To find out who is best under pressure, the guys compete in awkward and outrageous hidden-camera hijinks with the loser performing what is deemed to be the most-mortifying challenge yet.",,424.303,7.898,330,False
809,4482,,"Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay.",,207.194,7.898,645,False
810,33873,,"Allison ""Sonny"" Munroe makes the leap from the Midwest to Los Angeles to join the cast of ""So Random!,"" the most popular sketch comedy TV show for kids and tweens. Her fellow young actors are resident teen queen Tawni, super suave Nico, gregarious funnyman Grady and quirky Zora. Now Sonny must somehow balance these new friendships while adjusting to her family's decidedly different way of life in Hollywood. Meanwhile, Sonny must also contend with heartthrob Chad Dylan Cooper, star of the rival show ""MacKenzie Falls,"" who makes it known that he thinks his dramatic work is better than her comedy career.",,33.8,7.9,315,False
811,99583,,Captain Man has a new crew of superhero sidekicks - Danger Force. Captain Man and Schwoz create a fake school to train the kids to harness their uncontrollable superpowers to fight crime.,,153.296,7.893,228,False
812,4271,,A freak accident during an experimental space mission catapults Astronaut John Crichton across a thousand galaxies to an alien battlefield.,,143.22,7.9,474,False
813,1418,,Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,,224.304,7.893,10633,False
814,85021,,"When the head of a criminal organisation, Finn Wallace is assassinated, the sudden power vacuum his death creates threatens the fragile peace between the intricate web of gangs operating on the streets of the city. Now it’s up to the grieving, volatile and impulsive Sean Wallace to restore control and find those responsible for killing his father.",,111.158,7.892,500,False
815,113036,,"An anthology series of stand alone episodes delving into horror myths, legends and lore.",,323.987,7.9,798,False
816,79410,,"Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.",,60.748,7.891,726,False
817,1695,,"Adrian Monk was once a rising star with the San Francisco Police Department, legendary for using unconventional means to solve the department's most baffling cases. But after the tragic (and still unsolved) murder of his wife Trudy, he developed an extreme case of obsessive-compulsive disorder. Now working as a private consultant, Monk continues to investigate cases in the most unconventional ways.",,599.258,7.889,933,False
818,21641,,"Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.",,245.761,7.89,377,False
819,77236,,Closet witch Diana Bishop and centuries-old vampire Matthew Clairmont are drawn into a deadly mystery and forbidden romance when a magical book shows up in an Oxford library.,,304.223,7.889,513,False
820,65708,,Adventurer James Keziah Delaney returns to London from Africa in 1814 along with fourteen stolen diamonds to seek vengeance after the death of his father.,,161.833,7.889,1139,False
821,44824,,"Pasión Prohibida is a Spanish-language telenovela produced by United States-based television network Telemundo Television Studios, Miami. It is a remake of the Turkish telenovela Aşk-ı Memnu by Ece Yörenç and Melek Gençoğlu. It has been adapted from Halit Ziya Uşaklıgil's novel Aşk-ı Memnu, published in 1900, but takes place in the modern-day Miami, instead of the novel's late 19th century setting. Jencarlos Canela and Mónica Spear starred as the protagonists.",,14.449,7.9,464,False
822,10331,,"Todd McFarlane's Spawn is an animated television series which aired on HBO from 1997 through 1999. It is also released on DVD as a film series. It is based on the Spawn comic series from Image Comics, and was nominated for and won an Emmy in 1999 for Outstanding Animation Program. An unrelated series titled Spawn: The Animation is in production since 2009, with Keith David reprising his role as the titular character. Like the comic book, the series features graphic violence, sexual scenes, and extensive use of profanity. Todd McFarlane's Spawn was ranked 5th on IGN's list of The Greatest Comic Book Cartoons Of All Time.",,82.945,7.888,245,False
823,42942,,"Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront — an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.",,47.889,7.9,351,False
824,553,,Six friends are transported into the Dungeons & Dragons realm and must try to find a way home with the help of their guide 'Dungeon Master'.,,43.856,7.886,224,False
825,129552,,"While monitoring an emergency line, a vigilant FBI agent answers a call that plunges him into a deadly conspiracy involving a mole at the White House.",,347.202,7.885,537,False
826,46261,,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.",,107.164,7.9,892,False
827,103786,,Follow the misadventures of the impulsive Cuphead and his cautious but persuadable brother Mugman in this animated series based on the hit video game.,,282.298,7.884,279,False
828,4455,,"Get Smart is an American comedy television series that satirizes the secret agent genre. Created by Mel Brooks with Buck Henry, the show stars Don Adams, Barbara Feldon, and Edward Platt. Henry said they created the show by request of Daniel Melnick, who was a partner, along with Leonard Stern and David Susskind, of the show's production company, Talent Associates, to capitalize on ""the two biggest things in the entertainment world today""—James Bond and Inspector Clouseau. Brooks said: ""It's an insane combination of James Bond and Mel Brooks comedy."" This is the only Mel Brooks production to feature a laugh track.

The success of the show eventually spawned the follow-up films The Nude Bomb and Get Smart, Again!, as well as a 1995 revival series and a 2008 film remake. In 2010, TV Guide ranked Get Smart's opening title sequence at No. 2 on its list of TV's Top 10 Credits Sequences, as selected by readers.",,241.18,7.9,353,False
829,17463,,"Kid vs. Kat is a Canadian-American animated television series developed and produced at Studio B Productions. The show was created and co-directed by Rob Boutilier. The series is distributed by Studio B Productions. The feature revolves around a 10-year-old boy's constant battle with his sister's Sphinx cat which, in reality, is a cybernetic alien.

The show premiered on YTV in Canada on October 25, 2008, aired on Disney XD in the United States on February 21, 2009, and then ended on June 4, 2011. It ran for 2 seasons, spanning 52 episodes.",,211.706,7.883,282,False
830,530,,"The Mobile Cop Jiban is a Japanese tokusatsu television series which serves as the 8th entry in the Metal Hero franchise, and the first series to have toy commercials that were filmed on Videotape. Produced by Toei and aired by TV Asahi in Japan from January 29, 1989 to January 28, 1990, it ran for 52 episodes and a feature movie aired on July 17, 1989. According to Toei's International Sales & Promotion Department, the series' English title can be referred to as Jiban. Created by Keita Amemiya, the premise for the series combines elements from the American film Robocop and the 1970s tokusatsu Robot Detective.

The opening catchphrase of the series is: ""This is the drama of a girl's and a young man's hearts which love people and protect justice.""",,34.625,7.9,213,False
831,70881,,"The life of the shinobi is beginning to change. Boruto Uzumaki, son of Seventh Hokage Naruto Uzumaki, has enrolled in the Ninja Academy to learn the ways of the ninja. Now, as a series of mysterious events unfolds, Boruto’s story is about to begin!",,42.441,7.9,2326,False
832,62046,,The super-charged comedy-horror series is a modern take on the classic whodunit with a killer cast. ,,88.79,7.882,1631,False
833,652,,"Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve.",,78.601,7.881,582,False
834,19253,,"Mazinger Z, known briefly as Tranzor Z in the United States, is a Japanese super robot manga series written and illustrated by Go Nagai. The first manga version was serialized in Shueisha's Weekly Shōnen Jump from October 1972 to August 1973, and it later continued in Kodansha TV Magazine from October 1973 to September 1974. It was adapted into an anime television series which aired on Fuji TV from December 1972 to September 1974. A second manga series was released alongside the TV show, this one drawn by Gosaku Ota, which started and ended almost at the same time of the TV show. Mazinger Z has spawned several sequels and spinoff series, among them UFO Robot Grendizer and Mazinkaiser. It was a very popular cartoon in Mexico during the 1980s, where it was dubbed into Spanish directly from the Japanese version, keeping the Japanese character names and broadcasting all 92 episodes, unlike the version aired in the U.S.",,81.076,7.9,360,False
835,12777,,A telenovela that dramatizes the romances and rivalries between two brothers and two sisters in Mexico between the years 1885 and 1900.,,17.325,7.879,568,False
836,85940,,"Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",,50.829,7.877,207,False
837,89852,,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,,22.775,7.876,241,False
838,42350,,"Por Ella Soy Eva is a Mexican soap opera produced by Rosy Ocampo for Televisa based on the Colombian soap opera En los tacones de Eva. Jaime Camil and Lucero starred as main protagonists, while Mariana Seoane and Marcelo Córdoba starred as the main antagonists.

""The Best Telenovela of the Year 2013.""",,22.078,7.9,249,False
839,15079,,"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner owned by London's father. The ship cruises the world with tourists and students who attend classes at Seven Seas High, the one high school that London's dad thinks will make his daughter a better student. While out at sea, Zack and Cody still have their compass pointed towards mischief, and London learns to live a ""fabu-less"" lifestyle, including sharing a small room with Bailey, a country girl from Kansas.",,201.899,7.876,454,False
840,4598,,Alan Shore and Denny Crane lead a brigade of high-priced civil litigators in an upscale Boston law firm in a series focusing on the professional and personal lives of brilliant but often emotionally challenged attorneys. A spin-off of long-running series The Practice.,,160.208,7.876,283,False
841,103411,,"After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth.",,25.944,7.9,296,False
842,82700,,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",,58.303,7.875,754,False
843,61738,,"High school may be tough, but Woo Hyun has a guardian angel looking over him — literally. Disguised as a naive high schooler, Lee Seul Bi descends from the heavens to protect Woo Hyun's life, but discovers she's got a thing or two to learn about life as a teenager, including the pains of falling in love. Can this cherubic guardian protect the apple of her eye and also manage to survive high school?",,12.992,7.9,403,False
844,60694,,"A half-hour satirical look at the week in news, politics and current events.",,679.343,7.872,615,False
845,580,,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.",,222.794,7.871,710,False
846,103768,,"On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",,283.223,7.869,1281,False
847,86423,,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",,59.245,7.869,1153,False
848,91557,,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for another Ragnarök -- unless someone intervenes in time.,,46.372,7.867,960,False
849,1426,,"A dark psychological crime drama starring Idris Elba as Luther, a man struggling with his own terrible demons, who might be as dangerous as the depraved murderers he hunts.",,63.501,7.9,945,False
850,11767,,"Yugi, Joey, Téa, Tristan, and Yugi's grandfather Solomon are pulled into a world where Duel Monsters are real. They find monster capsules that they can use to summon monsters. However, in this strange new world, they battle monsters and when their own monsters are attacked, they feel the pain.",,15.526,7.9,284,False
851,95403,,"Stuck in a small Appalachian town, a young woman’s only escape from the daily grind is playing advanced video games. She is such a good player that a company sends her a new video game system to test…but it has a surprise in store. It unlocks all of her dreams of finding a purpose, romance, and glamour in what seems like a game…but it also puts her and her family in real danger.",,107.11,7.862,907,False
852,90823,,,,22.421,7.862,308,False
853,128252,,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",,47.857,7.9,291,False
854,114892,,"As his classmates celebrate their middle school graduation, troubled Mirai is mired in darkness. But his battle is just beginning when he receives some salvation from above in the form of an angel. Now Mirai is pitted against 12 other chosen humans in a battle in which the winner becomes the next god of the world. Mirai has an angel in his corner, but he may need to become a devil to survive.",,43.934,7.9,220,False
855,93166,,"When soldier Shaun Emery's conviction for a murder in Afghanistan is overturned due to flawed video evidence, he returns to life as a free man with his young daughter. But when damning CCTV footage from a night out in London comes to light, Shaun's life takes a shocking turn and he must soon fight for his freedom once again.",,88.951,7.861,202,False
856,46533,,"Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.",,247.431,7.861,812,False
857,2742,,"The trials and tribulations of a two man, digi-folk band who have moved from New Zealand to New York in the hope of forging a successful music career. So far they've managed to find a manager (whose ""other"" job is at the New Zealand Consulate), one fan (a married obsessive) and one friend (who owns the local pawn shop) -- but not much else.",,88.943,7.9,313,False
858,5639,,"A pie-maker, with the power to bring dead people back to life, solves murder mysteries with his alive-again childhood sweetheart, a cynical private investigator, and a lovesick waitress.",,165.219,7.859,351,False
859,605,,"On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",,210.533,7.859,1009,False
860,96571,,"Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones.",,46.641,7.857,276,False
861,66084,,A reality-based look at the vapid lives of several Mexican 20-somethings and their respective friends and/or hook-ups during their stay in Acapulco for a Summer vacation.,,95.043,7.9,970,False
862,45871,,"After a few years dedicating themselves to robbing jewelers, banks and casinos, it is time for Macarena and Zulema to separate.",,29.764,7.856,1972,False
863,2996,,Nightmare boss. Tedious colleagues. Pointless tasks. Welcome to Wernham Hogg. Fancy a tea break with David Brent? Classic comedy from the archive.,,62.268,7.856,738,False
864,73481,,,,17.988,7.855,1031,False
865,61056,,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",,194.292,7.855,1488,False
866,2416,,"Count Duckula is a vegetarian vampire duck, coming into the world as an accident. Unlike his family and ancestors, he has no bloodlust, as when he was reincarnated, blood was omitted and replaced with ketchup.",,26.629,7.9,223,False
867,82369,,"Eight-year-old Öykü is an exceptional little girl, who unlike her peers is very empathetic and perceptive of the world around her. When her aunt, who has been her caregiver since birth, abandons her, Öykü will have to find her father, Demir. Unfortunately Demir, an irresponsible adult and a swindler who grew up in an orphanage, gets arrested the day Öykü comes to find him. Demir is released by the court on the condition that he takes care of his daughter, but Demir does not want to live with Öykü, whom he has just met - Demir and his partner-in-crime Ugur try to get rid of Öykü as they prepare for a big job. Their target, Candan has a seemingly quiet life, which only conceals her painful past. Fate will bring these people together, but none know that Öykü has a secret she cannot tell anyone.",,37.387,7.9,211,False
868,62255,,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth, likely followed by age-old horrors of the dark thought only to be myth. The vampires sweep the earth and claim it in a single violent stroke, subjugating the remnants of humanity and leading them beneath the surface to safety. This ""protection"" comes at the price of donating blood to their captors. At the age of twelve, Yūichirō and his friend and fellow orphan Mikaela plotted to escape along with the children in Hyakuya Orphanage. However, this resulted in their deaths and Mikaela sacrifices himself in order for Yūichirō to escape and be saved by members of the Moon Demon Company, an extermination unit of the Japanese Imperial Demon Army. Four years later, Yūichirō dedicates his life to destroy vampires and seek revenge against them for murdering his ""family"".",,55.702,7.853,334,False
869,90462,,"After a vintage Chucky doll turns up at a suburban yard sale, an idyllic American town is thrown into chaos as a series of horrifying murders begin to expose the town’s hypocrisies and secrets. Meanwhile, the arrival of enemies — and allies — from Chucky’s past threatens to expose the truth behind the killings, as well as the demon doll’s untold origins.",,195.661,7.852,3890,False
870,128113,,"Before Sam and Dean, there was John and Mary. Told from the perspective of narrator Dean Winchester, this is the epic, untold love story of how John met Mary, and how they put it all on the line to not only save their love, but the entire world.",,57.673,7.851,225,False
871,93740,,Follow a band of exiles on their monumental journey to save humanity and rebuild civilization amid the fall of the Galactic Empire.,,244.329,7.851,1072,False
872,1720,,"Children who create imaginary friends usually take care of them until they are 7-8 years old. Imaginary friends, left on their own after this event, continue to live in this home founded by old Madam Foster.",,103.062,7.9,429,False
873,34415,,"The Killing is an American crime drama television series based upon the Danish television series Forbrydelsen. Set in Seattle, Washington, the series follows the various murder investigations by homicide detectives Sarah Linden and Stephen Holder.",,170.594,7.847,676,False
874,4269,,The Transformers is the first animated television series in the Transformers franchise. The series depicts a war among giant robots that can transform into vehicles and other objects.,,112.011,7.8,333,False
875,1428,,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",,305.394,7.847,498,False
876,1450,,"Deputy Police Chief Brenda Leigh Johnson transfers from Atlanta to LA to head up a special unit of the LAPD that handles sensitive, high-profile murder cases. Johnson's quirky personality and hard-nosed approach often rubs her colleagues the wrong way, but her reputation as one of the world's best interrogator eventually wins over even her toughest critics.",,170.648,7.845,275,False
877,1421,,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",,362.382,7.8,2461,False
878,606,,"Three adolescent boys, Ed, Edd ""Double D"", and Eddy, collectively known as ""the Eds"", constantly invent schemes to make money from their peers to purchase their favorite confectionery, jawbreakers. Their plans usually fail though, leaving them in various predicaments.",,141.406,7.845,678,False
879,1447,,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved.

Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",,352.228,7.8,700,False
880,78204,,"A shy university student in Tokyo, Karen Kohiruimaki stands in stark contrast to her in-game avatar—in fact, she happens to stand above everyone else too, much to her dismay. Towering above all the people around her, Karen's insecurities over her height reach the point where she turns to the virtual world for an escape. Starting game after game in hopes of manifesting as a cute, short character, she finally obtains her ideal self in the world of Gun Gale Online. Overjoyed by her new persona, she pours her time into the game as LLENN, garnering her reputation as the legendary player killer. However, when one of LLENN's targets gets the best of her, she ends up meeting Pitohui, a skilled yet eccentric woman. Pitohui insists that LLENN participates in Squad Jam, a battle royale. Thrust into the heated competition, LLENN must fight with all her wit and will if she hopes to shoot her way to the top.",,45.161,7.8,231,False
881,95480,,"This quick-witted spy drama follows a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world’s smoke and mirrors to defend England from sinister forces.",,220.102,7.841,296,False
882,79588,,"The origin story of Bruce Wayne's legendary butler, Alfred Pennyworth, a former British SAS soldier who forms a security company in 1960s London and goes to work with young billionaire Thomas Wayne and his wife Martha, before they become Bruce Wayne’s parents.",,186.024,7.841,311,False
883,90257,,"The intertwined fates of the picture-perfect Richardson family and an enigmatic mother and daughter who upend their lives. Explore the weight of secrets, the nature of art and identity, the ferocious pull of motherhood – and the danger in believing that following the rules can avert disaster.",,55.574,7.8,282,False
